Pieturas nosaukums,Pieturas kods,Vienotais kods,Platums,Garums,Ce?a puse,Ce?a numurs,Iela,Novads,Pagasts,Ciemats
Imanta,10299,8532,56.058105,26.127527,Kreis?,V702,,Il?kstes novads,Bebrenes pagasts,
Cirmas skola,10304,8539,56.598042,27.601292,Kreis?,V600,,Ludzas novads,Cirmas pagasts,
Jaunciems,9362,7360,57.390108,22.753172,Kreis?,V1414,,Talsu novads,?rlavas pagasts,
Valkas lauktehnika,9370,7365,57.7851003,25.9942578,Lab?,P22,,Valkas novads,Valkas pagasts,
Valkas lauktehnika,9371,7365,57.7852888,25.9952305,Kreis?,P22,,Valkas novads,Valkas pagasts,
Ilzesmuižas pagrieziens,9373,7371,56.064735,26.103338,Lab?,P64,,Il?kstes novads,Bebrenes pagasts,
Putr?ni,12867,9045,56.661014,27.22628,Kreis?,V558,,R?zeknes novads,Dric?nu pagasts,
Zelti?i,12869,9521,57.4033617,25.0345462,Kreis?,P.c.,,P?rgaujas novads,Stalbes pagasts,
Turnas pagrieziens,9374,7372,57.761382,25.677798,Lab?,V237,,Valkas novads,?r?emes pagasts,
Zelti?i,12870,9521,57.4034046,25.0345582,Lab?,P.c.,,P?rgaujas novads,Stalbes pagasts,
Maizes kombin?ts,12442,9445,57.4067968,27.0451444,Lab?,P43,P43 17,Al?ksnes novads,Al?ksnes pils?ta,
Verpu?eva,12841,9468,57.139325,27.3074806,A/V,,,Balvu novads,Balvu pagasts,
Miera iela,12844,9334,57.134283,27.270496,Lab?,,Ezera iela,Balvu novads,Balvu pils?ta,
Stacijas pagrieziens,12845,8849,57.1626784,27.2003878,Kreis?,V492,,Balvu novads,Balvu pils?ta,Balvu stacija
Pilcene,12866,9046,56.662819,27.269985,Kreis?,V558,,R?zeknes novads,Dric?nu pagasts,Pi?cine
Maltas stacija,12876,9525,56.3571661,27.1528885,A/V,P59,,R?zeknes novads,Maltas pagasts,Malta
Sni?eri,12899,3708,56.9932048,22.5225577,Kreis?,V1261,,Kandavas novads,Matkules pagasts,
Silagals 2,11374,8142,56.6527867,26.4862611,A/V,,,Varak??nu novads,Murmastienes pagasts,
Mazrund?les pagrieziens,10841,8268,56.35707,24.01482,Lab?,V1030,,Rund?les novads,Rund?les pagasts,
Savien?bas iela,99,6583,56.63499,23.7281,Kreis?,,Lietuvas šoseja,Jelgava,,
Rumba,8198,6277,56.950469,21.996236,Lab?,P116,,Kuld?gas novads,Kuld?gas pils?ta,
Rumba,8199,6277,56.95055,21.996232,Kreis?,P116,,Kuld?gas novads,Kuld?gas pils?ta,
Druvas skola,6326,5002,56.696443,22.444242,Lab?,V1150,,Saldus novads,Saldus pagasts,
Ratinieki,6330,5006,56.431812,27.461642,Lab?,V564,,R?zeknes novads,?ornajas pagasts,
Ladi,6333,5007,56.598397,27.311403,Kreis?,V562,,R?zeknes novads,Ilzeskalna pagasts,
Kuikules skola,9611,7590,57.716243,24.508447,Kreis?,V143,,Salacgr?vas novads,Salacgr?vas pagasts,
Puri?i,9623,7616,57.274748,24.839157,Kreis?,V83,,Krimuldas novads,L?durgas pagasts,
Plata?i,7556,5806,56.51149,27.267107,Kreis?,P.c.,,R?zeknes novads,Ozolmuižas pagasts,
Rug?tnieki,7569,5814,56.585947,25.890813,Kreis?,V782,,Krustpils novads,Variešu pagasts,
V?dale,9990,8049,57.6066,22.446997,Kreis?,V1381,,Dundagas novads,Dundagas pagasts,
Rauda,10013,8148,55.85748,26.252712,Kreis?,V696,,Il?kstes novads,Š?deres pagasts,
Rebir,8547,6682,56.530153,27.343798,Kreis?,,Atbr?vošanas aleja,R?zekne,,
R?zeknes AO,8548,6683,56.500072,27.329917,A/V,,Latgales iela,R?zekne,,
AS ALFA ,8551,6691,56.983739,24.202141,Lab?,,Br?v?bas gatve,R?ga,,
Viesiena,12037,4013,56.8931679,26.0286015,Lab?,V884,,Madonas novads,Aronas pagasts,
Darma?i,12281,3945,56.8406098,26.7771468,Lab?,V867,,Madonas novads,Ošupes pagasts,
Pauri,12320,3392,56.8144523,26.8160631,Lab?,V560,,Madonas novads,Ošupes pagasts,
Tirgus,12334,9446,57.4205242,27.0515075,Kreis?,,Latgales iela 1,Al?ksnes novads,Al?ksnes pils?ta,
Tirgus,12340,9446,57.4204056,27.0517016,Lab?,,Latgales iela 1,Al?ksnes novads,Al?ksnes pils?ta,
Kalnadruvas,12365,7822,57.4166908,27.0896478,A/V,P41,,Al?ksnes novads,Jaunal?ksnes pagasts,
Apes iela,12392,9449,57.4336788,27.0332648,Kreis?,,R?gas iela,Al?ksnes novads,Al?ksnes pils?ta,
Apes iela,12396,9449,57.4334134,27.0326762,Lab?,,R?gas iela,Al?ksnes novads,Al?ksnes pils?ta,
MRS,12421,9443,57.4291788,27.1006768,Kreis?,,Pleskavas iela 5A,Al?ksnes novads,Al?ksnes pils?ta,
RCI,12435,9444,57.4274958,27.0399291,Kreis?,,Pils iela 11,Al?ksnes novads,Al?ksnes pils?ta,
Lisas krejotava,12596,237,57.4160108,25.6650228,Lab?,V298,,Raunas novads,Raunas pagasts,
Silagals 1,11392,8141,56.6571828,26.4969998,Lab?,,,Varak??nu novads,Murmastienes pagasts,
Caunes,11399,8116,56.6629252,26.5335128,Lab?,,Madonas iela 7,Varak??nu novads,Murmastienes pagasts,
Centrs,10933,9479,56.39685,24.23661,Lab?,V1022,,Bauskas novads,Ceraukstes pagasts,
Centrs,10934,9479,56.39685,24.23661,Kreis?,V1022,,Bauskas novads,Ceraukstes pagasts,
J?tnieki,10948,9471,56.28982,24.35556,Lab?,V1024,,Bauskas novads,Brunavas pagasts,
B?rsteles pagrieziens,10949,9472,56.42849,23.91886,Kreis?,V1044,,Rund?les novads,Viesturu pagasts,
Celmi?i,10956,9482,56.47069,23.94766,Lab?,,,Rund?les novads,Viesturu pagasts,
??ši,9644,7728,56.935419,22.970261,Kreis?,,,Tukuma novads,Jauns?tu pagasts,
Za?umuiža,8355,6397,56.970524,24.479311,Lab?,V68,,Ropažu novads,,
Umurgas kult?ras nams,8358,6399,57.518062,24.80988,A/V,,C?su iela,Limbažu novads,Umurgas pagasts,
Brukna,10055,8232,56.466283,24.428758,Lab?,V1017,,Bauskas novads,D?vi?u pagasts,
Sborka,10059,8237,55.838932,26.700152,Lab?,V705,,Daugavpils novads,Tabores pagasts,
Za?i,10070,8258,56.402052,24.1402067,Lab?,V1034,,Rund?les novads,Rund?les pagasts,
Brataniš?i,10077,8271,55.740397,26.478275,Lab?,V693,,Daugavpils novads,Demenes pagasts,
D?ž?ni,10088,8287,56.251895,25.065945,Lab?,V932,,Neretas novads,Pilskalnes pagasts,
Ka??enieki,10094,8291,56.165537,25.288265,Lab?,P.c.,,Neretas novads,Neretas pagasts,
Pilskalnes muiža,10097,8292,56.189365,25.242805,Kreis?,,,Neretas novads,Pilskalnes pagasts,
Kallas,10139,8327,56.490067,21.328652,Kreis?,V1224,,Grobi?as novads,Gaviezes pagasts,
Za?umi,10431,8689,55.990245,26.626142,Kreis?,P.c.,,Daugavpils novads,Ma?inovas pagasts,
AS ALFA,8552,6691,56.983865,24.201731,Kreis?,,Br?v?bas gatve,R?ga,,
Telts iela,8555,6695,56.919187,24.092018,Lab?,,K?r?a Ulma?a gatve,R?ga,,
Telts iela,8556,6695,56.918425,24.088944,Kreis?,,K?r?a Ulma?a gatve,R?ga,,
R?zekne Vipinga ,8557,6697,56.502518,27.368135,Lab?,,R?znas iela,R?zekne,,
R?zekne Vipinga ,8558,6697,56.502467,27.368057,Kreis?,,R?znas iela,R?zekne,,
Lazdas,8559,6700,56.61266,23.785345,Lab?,P94,,Jelgavas novads,Jaunsvirlaukas pagasts,
?imnastikas iela,8560,6701,56.915875,24.087526,Lab?,,Vien?bas gatve,R?ga,,
?imnastikas iela,8561,6701,56.916926,24.088021,Kreis?,,Vien?bas gatve,R?ga,,
N?grande,248,162,56.486746,22.098779,Lab?,V1167,,Saldus novads,N?grandes pagasts,
Ka?i,389,362,56.883034,23.645329,Kreis?,A9,,Jelgavas novads,Valgundes pagasts,
Branku pagrieziens,402,371,56.652195,23.804806,Lab?,P93,,Ozolnieku novads,Cenu pagasts,
Piedruja,1394,1134,55.797345,27.44894,Kreis?,V631,,Kr?slavas novads,Piedrujas pagasts,
?udvikova,1419,1153,55.935647,27.077713,Kreis?,V636,,Kr?slavas novads,?dr?šu pagasts,
Viesiena,12029,4013,56.8931426,26.0278673,Kreis?,V884,,Madonas novads,Aronas pagasts,
Ozoli?i,12154,8061,56.7978476,26.7051169,Kreis?,V868,,Madonas novads,Ošupes pagasts,
Ozoli?i,12171,8061,56.7978463,26.7054967,Lab?,V868,,Madonas novads,Ošupes pagasts,
Tor?a iela,12348,9440,57.4200046,27.0677412,Kreis?,,Pils iela 51,Al?ksnes novads,Al?ksnes pils?ta,
Tor?a iela,12354,9440,57.4198185,27.0687362,Lab?,,Pils iela 51,Al?ksnes novads,Al?ksnes pils?ta,
Maz? skola,12375,9447,57.4205522,27.0433357,Lab?,,Liel? Ezera iela 21,Al?ksnes novads,Al?ksnes pils?ta,
MRS,12422,9443,57.4285019,27.0987589,Lab?,,Pleskavas iela 10,Al?ksnes novads,Al?ksnes pils?ta,
Veikals,12446,9418,57.185854,26.7480136,Lab?,,Zvaigž?u iela 19A,Gulbenes novads,Gulbenes pils?ta,
Apg?de,12453,9421,57.1804079,26.7413104,Kreis?,,Zvaigž?u iela 2,Gulbenes novads,Gulbenes pils?ta,
Klau?i,12481,9489,56.6471584,25.6523027,Kreis?,V943,,P?avi?u novads,Aiviekstes pagasts,
Slimn?ca,12761,9428,57.7847153,26.0108929,Kreis?,,R?jienas iela 3E,Valkas novads,Valkas pils?ta,
Jaunm?rupe,12788,4999,56.8820694,23.9346142,A/V,,Mazcenu aleja,M?rupes novads,,
Ozolkalns,11660,8175,56.6535893,26.3050711,Lab?,P62,,Madonas novads,M?trienas pagasts,
Maizes kombin?ts,12441,9445,57.4066947,27.0449983,Kreis?,P43,,Al?ksnes novads,Al?ksnes pils?ta,
Naglenes iela,12449,9419,57.1895693,26.7505214,Lab?,,Zvaigž?u iela 31-33,Gulbenes novads,Gulbenes pils?ta,
Sv?kas,12500,6,,,Kreis?,,,Prieku?u novads,M?rsn?nu pagasts,
Lisas krejotava,12595,237,57.4160968,25.6649478,Kreis?,V298,,Raunas novads,Raunas pagasts,
Stirnu pagrieziens,8493,6613,56.522795,22.964535,Lab?,V1128,,Auces novads,?les pagasts,
Ozolpils,8454,6577,56.685732,23.720122,Lab?,,Kalnciema ce?š,Jelgava,,
Jauns?ti,4858,3692,56.9680111,22.9599419,Lab?,V1445,,Tukuma novads,Jauns?tu pagasts,
Jaunciems,4864,3695,56.997917,22.868815,Lab?,V1445,,Tukuma novads,Jauns?tu pagasts,
C?ru?i,4867,3696,57.008513,22.839387,Kreis?,V1445,,Tukuma novads,Jauns?tu pagasts,
Bratova,7184,5544,56.401393,27.382608,Lab?,V551,,R?zeknes novads,?ornajas pagasts,
D/b Saul?tes,3092,2347,55.909877,26.947798,Kreis?,P.c.,,Daugavpils novads,Naujenes pagasts,
Vecslabada,3105,2358,56.264268,27.987955,Kreis?,V545,,Ludzas novads,Istras pagasts,
Kl?tnieki,12735,8677,57.165023,25.502131,Lab?,V294,,C?su novads,Vaives pagasts,
Iesalnieki,12783,9501,56.343328,26.205013,A/V,,Celtniec?bas,L?v?nu novads,L?v?nu pils?ta,
J?n?tis,12796,9423,57.4210624,25.8912194,Lab?,,R?gas iela 8,Smiltenes novads,Smiltenes pils?ta,
Tautas iela,12839,9332,57.124063,27.276388,Kreis?,,Tautas,Balvu novads,Balvu pils?ta,
Ezera iela,12843,9334,57.1326562,27.2868361,Kreis?,,Ezera iela 45,Balvu novads,Balvu pils?ta,
Kr?ces stacija,12875,9524,56.272049,27.050662,A/V,V577,,R?zeknes novads,Feima?u pagasts,
Gerc?ni,9023,2523,56.787508,25.75105,Kreis?,V923,,P?avi?u novads,Vietalvas pagasts,
Gr?vas,9069,2534,56.769295,25.785342,Lab?,V916,,P?avi?u novads,Vietalvas pagasts,
Kriev?res,11765,4904,56.221035,25.980505,Kreis?,P.c.,,J?kabpils novads,Rubenes pagasts,
ITD,6379,5048,56.687608,22.561631,Lab?,A9,,Broc?nu novads,Broc?nu pils?ta,
Lašupes pagrieziens,6387,5052,56.674732,22.262192,Lab?,A9,,Saldus novads,Zir?u pagasts,
Zund?ni,8973,7031,56.548965,26.232808,Lab?,V781,,Krustpils novads,Mež?res pagasts,
Al?ksnes AO,8980,7038,57.423527,27.051253,A/V,,Pils iela,Al?ksnes novads,Al?ksnes pils?ta,
Baldiešu ferma,9017,7073,57.4989806,25.1591619,A/V,,,Koc?nu novads,Koc?nu pagasts,
Ezernieki t?ristu b?ze,9036,7088,56.173696,27.659104,Kreis?,P55,,Dagdas novads,Ezernieku pagasts,
Savien?bas iela,8460,6583,56.633596,23.727469,Lab?,,Lietuvas šoseja,Jelgava,,
Jelgavas AO,8463,6585,56.649881,23.721872,A/V,,Pasta iela,Jelgava,,
Stacijas iela,8464,6586,56.642179,23.72863,Lab?,,Pasta iela,Jelgava,,
Satiksmes iela,8467,6590,56.652208,23.695091,Lab?,,Dobeles šoseja,Jelgava,,
Satiksmes iela,8468,6590,56.652277,23.693769,Kreis?,,Dobeles šoseja,Jelgava,,
Vies?te,8480,6605,56.349788,25.556193,A/V,,Biržu iela,Vies?tes novads,Vies?tes pils?ta,
Zamšoviki,913,740,56.155433,27.968307,Lab?,P52,,Dagdas novads,Š?aunes pagasts,
Robeža,958,773,56.372346,23.273211,Kreis?,P95,,T?rvetes novads,Augstkalnes pagasts,
V?ne,4704,3546,56.923386,22.560541,Kreis?,P121,,Kandavas novads,V?nes pagasts,
Rožupes pagasta padome,11773,4919,56.170493,26.52503,Lab?,V678,,L?v?nu novads,Rožupes pagasts,
St?ri 2,11786,4951,56.682895,24.307465,Lab?,,,Baldones novads,Baldones pagasts,
Pikstes,11788,4962,56.780957,24.422001,Kreis?,V9,,?ekavas novads,Daugmales pagasts,
Ezeri,11789,4964,56.797622,24.437742,Lab?,V9,,?ekavas novads,Daugmales pagasts,
Celmi,11790,4965,56.807691,24.443363,Lab?,V9,,?ekavas novads,Daugmales pagasts,
Vi??i,11799,5109,56.736428,22.760845,Lab?,V1429,,Broc?nu novads,Remtes pagasts,
Pilskalni,11805,5186,56.535227,22.402368,Lab?,V1163,,Saldus novads,Kurs?šu pagasts,
Ozoli,10986,8330,57.64198,24.94526,Lab?,V112,,Alojas novads,Br?vzemnieku pagasts,
Pienotava,12079,7241,56.423388,21.892533,Lab?,,,Vai?odes novads,Vai?odes pagasts,
Kl?vi,12083,7261,56.359067,23.81394,Lab?,V1072,,Jelgavas novads,Sesavas pagasts,
C?ru?i,12085,7265,56.306242,24.566163,Lab?,V1022,,Bauskas novads,Brunavas pagasts,
Valte?i,12087,7270,56.29564,24.538527,Kreis?,,,Bauskas novads,Brunavas pagasts,
Bardž?ni,12088,7271,56.298543,24.565072,Lab?,V1022,,Bauskas novads,Ceraukstes pagasts,
S??i,12089,7273,56.321753,24.552613,Lab?,V1022,,Bauskas novads,Brunavas pagasts,
Zelti?i,12097,7347,57.4573257,25.9977657,Lab?,V243,,Smiltenes novads,Bilskas pagasts,
V?veri,12426,9130,56.965283,25.043552,Lab?,V73,,R?gas rajons,M?lpils novads,
Vite,12427,9131,56.963533,24.989688,Lab?,V73,,R?gas rajons,M?lpils novads,
Brici,12429,9147,57.3570077,27.4195046,Kreis?,,,Al?ksnes novads,Liepnas pagasts,
?sl?ce,10774,1716,56.3196502,24.1138655,Kreis?,V1029,,Bauskas novads,?sl?ces pagasts,Pastališ?i
?sl?ce,10775,1716,56.3207823,24.1133942,Lab?,V1029,,Bauskas novads,?sl?ces pagasts,Pastališ?i
Ezerkrasts 2,10854,9398,56.5623,27.69644,A/V,,Zvirgzdenes iela,Ludzas novads,Ludzas pils?ta,
Ezerkrasts ,10866,9397,56.558599,27.69645,Kreis?,,Zvirgzdenes iela,Ludzas novads,Ludzas pils?ta,
C?kezers,4742,3579,57.106659,22.775368,Kreis?,A10,,Kandavas novads,Kandavas pagasts,
Augu?ova,10155,8346,55.993528,27.556773,Lab?,V626,,Kr?slavas novads,Robežnieku pagasts,
Asinovka,5718,4481,56.417385,27.495105,Kreis?,V578,,R?zeknes novads,?ornajas pagasts,
Upesgr?va,5732,4492,57.389152,23.004128,Lab?,P127,,Talsu novads,Vandzenes pagasts,
Dubaskrogs,6644,5202,56.609038,22.364927,Kreis?,V1180,,Saldus novads,Novadnieku pagasts,
Koše?ova,6717,5249,56.514704,27.471183,Lab?,A12,,R?zeknes novads,Grišk?nu pagasts,
Opu?i,6285,4944,56.501552,26.708503,Lab?,V735,,Riebi?u novads,Stabulnieku pagasts,
Rožupes pagasta padome,6260,4919,56.170493,26.52503,Kreis?,V678,,L?v?nu novads,Rožupes pagasts,
Bruve?i,10521,8813,56.653298,22.771733,Lab?,V1154,,Broc?nu novads,Bl?denes pagasts,
Podozerci,10532,8819,55.984947,27.572823,Kreis?,V626,,Kr?slavas novads,Robežnieku pagasts,
Jaunauces pagrieziens,10529,8818,56.377057,22.730622,Lab?,V1175,,Saldus novads,Jaunauces pagasts,
R?ce?i,7537,5794,56.210547,26.24181,Lab?,V783,,J?kabpils novads,Dunavas pagasts,
Sondori,6228,4895,56.470454,26.917382,Lab?,V595,,Riebi?u novads,Gal?nu pagasts,
P?rkoni,8815,6899,57.157175,27.317745,Lab?,V445,,Balvu novads,Kubu?u pagasts,
J?rc?nu veikals,9055,7100,57.675148,25.64647,Lab?,V232,,Stren?u novads,J?rc?nu pagasts,
Garozas stacija,9059,7103,56.649477,23.940637,Lab?,V28,,Ozolnieku novads,Sidrabenes pagasts,
9.veikals,9097,7143,56.59348,23.670743,Lab?,,T?rvetes iela,Jelgava,,
Naud?tes pagrieziens,9100,7146,56.6023834,23.1956323,Lab?,V1128,,Dobeles novads,Auru pagasts,
Jur?i,9103,7149,56.429157,22.950683,Lab?,V1111,,Auces novads,V?ti?u pagasts,
Sarkan? bulta,9110,7152,57.401228,21.866882,Kreis?,,,Ventspils novads,Popes pagasts,
Darbn?cas,9124,7161,57.218667,22.156248,Kreis?,V1324,,Ventspils novads,Usmas pagasts,
Pienotava,9127,7163,56.408512,23.383453,Kreis?,V1056,,T?rvetes novads,Augstkalnes pagasts,
Dzeguz?ni,9130,7165,56.413062,23.410557,Lab?,V1106,,T?rvetes novads,Augstkalnes pagasts,
Rainis,9472,7444,56.228082,26.791985,Kreis?,V748,,Prei?u novads,Pel??u pagasts,
Dzelzce?a iela,9475,7447,57.1782581,26.7565894,Lab?,,R?gas iela ,Gulbenes novads,Gulbenes pils?ta,
Santa,9478,7448,57.1721463,26.7574629,Kreis?,,R?gas iela ,Gulbenes novads,Gulbenes pils?ta,
Lejas K?res,10473,8762,56.36226,25.515062,Lab?,V821,,Vies?tes novads,Vies?tes pagasts,
Kr?sli?i,10590,8889,56.190795,25.73024,Lab?,Nr16,,Akn?stes novads,Akn?stes pagasts,
Krasnoje,10593,8893,55.947143,26.866322,Kreis?,V637,,Daugavpils novads,Bi?ernieku pagasts,
L?vi,11039,9469,56.6933279,22.9688278,A/V,,,Dobeles novads,Bikstu pagasts,
Plin?i,7366,5674,56.846807,25.310695,Lab?,V977,,Ogres novads,Madlienas pagasts,
Poizeniški,9197,7219,56.223236,26.544014,Lab?,V751,,V?rkavas novads,V?rkavas pagasts,
Keiši,9199,7221,56.116529,26.543174,Lab?,V678,,Daugavpils novads,Kalupes pagasts,
Uzvara,9239,7250,56.315092,24.255207,Kreis?,V1025,,Bauskas novads,Gail?šu pagasts,
Grenct?les robežpunkts,9262,7276,56.27747,24.363308,Lab?,A7,,Bauskas novads,Brunavas pagasts,
Silavas,9303,7314,57.83391,25.22359,Kreis?,V171,,Mazsalacas novads,S??u pagasts,
Blauma?a iela,9479,7449,57.168747,26.75764,Lab?,V424,,Gulbenes novads,Stradu pagasts,
D?rzniec?ba,9491,7462,56.648408,22.457795,Lab?,V1180,,Saldus novads,Novadnieku pagasts,
J?teles muiža,9503,7468,56.90779,21.769732,Kreis?,,,Kuld?gas novads,Kurm?les pagasts,
Saulaine,10928,9473,56.39568,24.12522,Lab?,,,Rund?les novads,Rund?les pagasts,
Saulaine,10929,9473,56.39558,24.12532,Kreis?,,,Rund?les novads,Rund?les pagasts,
Dzintari,12460,9327,57.658609,24.378076,Lab?,A1,,Salacgr?vas novads,Salacgr?vas pagasts,
Medeo,12465,9379,56.79564,24.624947,Kreis?,,Druvas iela,Ogres novads,Ogres pils?ta,
Suši,12466,9387,56.49248,26.15171,Lab?,V795,,Krustpils novads,V?pes pagasts,
Meža Rasas,12467,9388,56.50288,26.169852,Lab?,V795,,Krustpils novads,V?pes pagasts,
Kurzemes iela,12471,9409,56.970827,23.159095,Lab?,,Kurzemes iela,Tukuma novads,Tukuma pils?ta,
Talsu iela,12472,9410,56.966833,23.152435,Lab?,,Talsu iela,Tukuma novads,Tukuma pils?ta,
Kuku?i,10942,9480,56.33636,24.41329,Lab?,V1022,,Bauskas novads,Brunavas pagasts,
Kuku?i,10943,9480,56.33639,24.41329,Kreis?,V1022,,Bauskas novads,Brunavas pagasts,
Aizpurieši,11710,4595,56.367595,26.781762,Lab?,P58,,Riebi?u novads,Riebi?u pagasts,
B?rsteles pagrieziens,10954,9472,56.42814,23.91874,Lab?,V1044,,Rund?les novads,Viesturu pagasts,
Celmi?i,10955,9482,56.47074,23.94738,Kreis?,,,Rund?les novads,Viesturu pagasts,
S?mes skola ,1328,9470,57.04348,23.132309,Lab?,V1436,,Tukuma novads,S?mes pagasts,
S?mes skola,10957,9470,57.043482,23.131926,Kreis?,V1436,,Tukuma novads,S?mes pagasts,
L??i,10969,9166,56.55194,23.49604,Lab?,V1079,,Jelgavas novads,Gl?das pagasts,
Ozoli,10976,8330,57.64324,24.94008,Kreis?,V112,,Alojas novads,Br?vzemnieku pagasts,
Kopm?tne,6634,5193,56.664407,22.453582,Kreis?,P105,,Saldus novads,Zir?u pagasts,
Garkalne ,11079,7663,57.0427778,24.4088701,Kreis?,V46,Vidzemes iela,Garkalnes novads,,
Brama?i,4780,3616,56.871543,23.147443,Lab?,V1101,,Tukuma novads,Degoles pagasts,
Mežnieki,4783,3618,56.844022,23.156843,Kreis?,V1101,,Tukuma novads,Degoles pagasts,
Dre?i,4821,3659,57.085505,23.09065,Lab?,V1436,,Tukuma novads,S?mes pagasts,
Ezernieki,4841,3680,57.170557,23.124076,Kreis?,V1441,,Engures novads,Engures pagasts,
K?vužas,4844,3684,56.974292,23.123457,Lab?,V1442,,Tukuma novads,Tumes pagasts,
Uzvara,5452,4270,57.263922,22.047898,Lab?,V1326,,Ventspils novads,Ug?les pagasts,
P?ramola,10667,8984,56.747882,27.307508,Kreis?,V555,,R?zeknes novads,Nautr?nu pagasts,
Pint?ni,10669,8985,56.757602,27.23797,Kreis?,V555,,R?zeknes novads,Nautr?nu pagasts,
Auliciems,10673,9005,56.620385,25.332188,Lab?,P.c.,,Kokneses novads,Kokneses pagasts,
Zvejnieki,10677,9007,56.639073,25.387025,Lab?,P.c.,,Kokneses novads,Kokneses pagasts,
Asinova,10699,9043,56.644888,27.1439,Kreis?,V589,,R?zeknes novads,Dric?nu pagasts,
Gundegas,10704,9054,56.44178,23.176462,Kreis?,V1106,,T?rvetes novads,Bukaišu pagasts,
Joni?i,10707,9063,55.926302,27.622312,Lab?,V626,,Kr?slavas novads,Robežnieku pagasts,
?ietas,4843,3681,57.168645,23.159775,Kreis?,V1441,,Engures novads,Engures pagasts,
Silenieki,8636,6779,56.835639,27.64354,Lab?,P45,,Balvu rajons,Baltinavas novads,
Silenieki,8637,6779,56.835707,27.643678,Kreis?,P45,,Balvu rajons,Baltinavas novads,
Pleševa,8653,6787,57.026641,27.559288,Kreis?,P46,,Vi?akas novads,Š?ilb?nu pagasts,
C?rpene,8656,6789,57.008671,27.612821,Kreis?,P46,,Balvu novads,Briežuciema pagasts,
Balvu stacija,8681,6804,57.164887,27.206785,Lab?,,,Balvu novads,Balvu pils?ta,
Spundi?as,6666,5221,56.742937,22.512053,Kreis?,V1430,,Broc?nu novads,Gai?u pagasts,
Igaunijas robeža,9322,7324,58.014268,25.0097,Lab?,V164,,Mazsalacas novads,Ramatas pagasts,
Viesturi,9339,7334,57.478392,25.252692,Kreis?,V193,,Koc?nu novads,Koc?nu pagasts,
Randenes ciems,10548,8838,55.854118,26.461953,Kreis?,P.c.,,Daugavpils novads,Kalk?nes pagasts,
Kvinti krustojums,9489,7461,56.951542,22.280343,Lab?,P121,,Kuld?gas novads,Kabiles pagasts,
Ciemats,7189,5547,56.366138,27.283442,Kreis?,V551,,R?zeknes novads,L?znavas pagasts,
Intern?tskola,5191,4105,57.137957,24.8214825,Kreis?,A2,,Siguldas novads,Siguldas pagasts,
Dzilnu ciems,5275,4162,56.922129,23.863391,Lab?,A9,,Bab?tes novads,Bab?tes pagasts,
Irlava,4881,3715,56.874652,22.996993,Kreis?,V1452,,Tukuma novads,Irlavas pagasts,
Vecumnieki,5079,3957,56.6599767,26.6555353,Kreis?,V869,,Varak??nu novads,Murmastienes pagasts,
Ber?i,8400,6474,56.9993086,24.2737668,Kreis?,A2,Br?v?bas gatve 480,R?ga,,
Gulbenes AO,8447,6572,57.183234,26.767901,A/V,,Dzelzce?a iela,Gulbenes novads,Gulbenes pils?ta,
S?kumskola,8520,6642,57.8990644,25.3298019,Lab?,,D?rza iela,R?jienas novads,R?jienas pils?ta,
R?ga ( pie SAO),8535,6668,56.943623,24.111948,A/V,,Maskavas iela,R?ga,,
Darbn?cas,8918,6994,56.882198,21.834132,Lab?,V1283,,Kuld?gas novads,Kurm?les pagasts,
Ozolmuiža,10653,8965,57.637977,25.043267,Kreis?,V164,,Alojas novads,Br?vzemnieku pagasts,
P?ramola,10666,8984,56.747605,27.307698,Lab?,V555,,R?zeknes novads,Nautr?nu pagasts,
V?rnezers,10681,9018,57.4884515,27.1647872,Lab?,,,Al?ksnes novads,M?rkalnes pagasts,
Asinova,10698,9043,56.642633,27.161995,Lab?,V589,,R?zeknes novads,Dric?nu pagasts,
Ikaženci,10709,9064,55.944018,27.634573,Lab?,V626,,Kr?slavas novads,Robežnieku pagasts,
Miha?ina,10721,9108,56.448013,27.546945,Lab?,V579,,R?zeknes novads,Sto?erovas pagasts,
Purnavas pagrieziens,10772,9164,57.386803,27.406817,Kreis?,P42,,Al?ksnes novads,Jaunal?ksnes pagasts,
Za?umu vasarn?cas,10595,8895,55.969607,26.63435,Kreis?,P.c.,,Daugavpils novads,Naujenes pagasts,
Parks,10650,8961,56.407792,24.111432,Kreis?,V1034,,Rund?les novads,Rund?les pagasts,
Ozolmuiža,10652,8965,57.637722,25.04396,Lab?,V164,,Alojas novads,Br?vzemnieku pagasts,
Oleru pagrieziens,4523,3427,57.8138807,25.2829345,Lab?,V171,,R?jienas novads,Jeru pagasts,
Vecvilg?le,4570,3461,56.863488,21.813793,Lab?,,,Kuld?gas novads,Turlavas pagasts,
Kr.Barona skola,9703,7696,56.790885,22.919883,Lab?,V1459,,Jaunpils novads,Jaunpils pagasts,
Gromalti,8958,7020,56.584708,26.21364,Kreis?,V781,,Krustpils novads,Mež?res pagasts,
Rug?tnieki,7568,5814,56.586325,25.890462,Lab?,V782,,Krustpils novads,Variešu pagasts,
Kult?ras nams,7810,6006,55.728657,26.542992,Lab?,V693,,Daugavpils novads,Demenes pagasts,
Kr.Barona skola,9704,7696,56.746595,22.954757,Kreis?,V1459,,Jaunpils novads,Jaunpils pagasts,
Saules centrs,9733,7713,56.763353,22.9839,Lab?,V1458,,Jaunpils novads,Jaunpils pagasts,
